"id";"lemma";"Freq";"MI";"T-score";"logDice"
"2187";"beran";"48";"3,967";"6,485";"1,759"
"2188";"morální";"54";"2,9";"6,364";"1,759"
"2189";"striktně";"47";"4,286";"6,504";"1,758"
"2190";"důvěryhodně";"44";"7,043";"6,583";"1,758"
"2191";"těhotný";"51";"3,292";"6,413";"1,757"
"2192";"vědomě";"47";"4,271";"6,501";"1,757"
"2193";"antipatie";"44";"6,851";"6,576";"1,755"
"2194";"lovec";"50";"3,433";"6,416";"1,752"
"2195";"jednotlivě";"45";"5,288";"6,536";"1,752"
"2196";"parlamentní";"61";"2,308";"6,233";"1,751"
"2197";"zabíjet";"50";"3,42";"6,41";"1,75"
"2198";"pokusit";"92";"1,437";"6,05";"1,75"
"2199";"kompromisně";"46";"4,577";"6,498";"1,748"
"2200";"kovboj";"45";"5,195";"6,525";"1,748"
"2201";"bolševik";"45";"5,193";"6,525";"1,748"
"2202";"absolutní";"61";"2,296";"6,22";"1,748"
"2203";"pozůstalý";"48";"3,847";"6,447";"1,748"
"2204";"demonstrant";"49";"3,6";"6,423";"1,748"
"2205";"prohlásit";"127";"1,116";"6,071";"1,747"
"2206";"zákulisí";"50";"3,396";"6,399";"1,747"
"2207";"samospráva";"53";"2,951";"6,339";"1,747"
"2208";"rukavička";"44";"6,243";"6,546";"1,746"
"2209";"odmítnout";"108";"1,251";"6,024";"1,745"
"2210";"koukat";"60";"2,347";"6,223";"1,745"
"2211";"jednoduchý";"122";"1,142";"6,041";"1,744"
"2212";"přistěhovalec";"47";"4,097";"6,455";"1,743"
"2213";"Zlín";"128";"1,104";"6,05";"1,743"
"2214";"starosta";"225";"0,818";"6,494";"1,743"
"2215";"atom";"46";"4,486";"6,48";"1,743"
"2216";"plocha";"120";"1,152";"6,027";"1,742"
"2217";"160";"55";"2,714";"6,286";"1,742"
"2218";"reprezentant";"77";"1,693";"6,06";"1,742"
"2219";"realita";"69";"1,921";"6,113";"1,742"
"2220";"loajální";"45";"5,033";"6,503";"1,742"
"2221";"zmíněný";"88";"1,477";"6,011";"1,74"
"2222";"hnutí";"82";"1,581";"6,029";"1,74"
"2223";"motorkář";"50";"3,34";"6,373";"1,739"
"2224";"řízení";"160";"0,96";"6,145";"1,739"
"2225";"Mirek";"54";"2,797";"6,291";"1,739"
"2226";"užitkový";"48";"3,751";"6,414";"1,738"
"2227";"levicový";"52";"3,026";"6,326";"1,738"
"2228";"banda";"46";"4,395";"6,46";"1,737"
"2229";"čistý";"95";"1,369";"5,972";"1,735"
"2230";"noc";"152";"0,981";"6,084";"1,735"
"2231";"panovník";"47";"3,998";"6,427";"1,735"
"2232";"vlastnost";"69";"1,899";"6,08";"1,733"
"2233";"Pokémon";"43";"8,158";"6,534";"1,733"
"2234";"kmen";"55";"2,673";"6,253";"1,733"
"2235";"jednoznačně";"73";"1,775";"6,047";"1,733"
"2236";"chuligán";"44";"5,635";"6,5";"1,732"
"2237";"zvolený";"55";"2,667";"6,249";"1,732"
"2238";"vedro";"53";"2,868";"6,283";"1,731"
"2239";"autor";"153";"0,972";"6,063";"1,731"
"2240";"mezi";"585";"0,607";"8,303";"1,728"
"2241";"Brno";"255";"0,761";"6,545";"1,728"
"2242";"poměry";"58";"2,412";"6,185";"1,728"
"2243";"pravice";"51";"3,101";"6,309";"1,727"
"2244";"finance";"104";"1,257";"5,931";"1,727"
"2245";"předchůdce";"55";"2,646";"6,231";"1,727"
"2246";"tropický";"50";"3,251";"6,328";"1,727"
"2247";"akciový";"58";"2,408";"6,181";"1,727"
"2248";"útulek";"55";"2,639";"6,225";"1,725"
"2249";"poradit";"81";"1,569";"5,966";"1,725"
"2250";"japonský";"67";"1,945";"6,06";"1,724"
"2251";"nafoukaný";"43";"6,936";"6,504";"1,724"
"2252";"původ";"69";"1,871";"6,036";"1,723"
"2253";"přijmout";"111";"1,186";"5,906";"1,722"
"2254";"pravicově";"43";"6,714";"6,495";"1,721"
"2255";"papaláš";"43";"6,7";"6,494";"1,721"
"2256";"exot";"43";"6,388";"6,479";"1,716"
"2257";"trest";"115";"1,145";"5,876";"1,715"
"2258";"líbit";"125";"1,08";"5,89";"1,715"
"2259";"kříženec";"45";"4,519";"6,416";"1,715"
"2260";"hmota";"65";"1,994";"6,038";"1,713"
"2261";"poskytování";"51";"3,013";"6,257";"1,713"
"2262";"nařízení";"56";"2,5";"6,161";"1,713"
"2263";"milosrdně";"44";"5,065";"6,435";"1,712"
"2264";"lachtan";"43";"6,16";"6,466";"1,712"
"2265";"případný";"94";"1,338";"5,859";"1,711"
"2266";"postupovat";"70";"1,809";"5,978";"1,711"
"2267";"kov";"60";"2,227";"6,092";"1,711"
"2268";"uražený";"43";"6,082";"6,461";"1,71"
"2269";"sportovní";"161";"0,917";"5,968";"1,71"
"2270";"telefon";"104";"1,228";"5,844";"1,71"
"2271";"válečný";"63";"2,071";"6,049";"1,71"
"2272";"strom";"128";"1,053";"5,861";"1,709"
"2273";"podivný";"56";"2,485";"6,146";"1,709"
"2274";"proud";"73";"1,714";"5,939";"1,707"
"2275";"zvyklost";"46";"4";"6,358";"1,706"
"2276";"zábava";"82";"1,511";"5,879";"1,706"
"2277";"motivace";"61";"2,157";"6,059";"1,706"
"2278";"teroristický";"53";"2,741";"6,191";"1,706"
"2279";"povýšenecky";"42";"11,518";"6,479";"1,706"
"2280";"monopolně";"42";"10,098";"6,475";"1,705"
"2281";"vzpurně";"42";"10,09";"6,475";"1,705"
"2282";"?!";"48";"3,454";"6,296";"1,704"
"2283";"kolonie";"49";"3,263";"6,271";"1,703"
"2284";"mocnost";"45";"4,327";"6,374";"1,703"
"2285";"hajzl";"43";"5,731";"6,434";"1,702"
"2286";"rovnocenný";"45";"4,319";"6,372";"1,702"
"2287";"paradoxně";"54";"2,614";"6,148";"1,699"
"2288";"uniforma";"52";"2,817";"6,188";"1,699"
"2289";"nehorázně";"42";"7,848";"6,453";"1,698"
"2290";"otrokář";"42";"7,843";"6,453";"1,698"
"2291";"obchodně";"43";"5,56";"6,418";"1,697"
"2292";"takzvaný";"94";"1,313";"5,793";"1,697"
"2293";"zúčastněný";"51";"2,925";"6,201";"1,697"
"2294";"mazák";"43";"5,512";"6,414";"1,696"
"2295";"citlivý";"59";"2,232";"6,046";"1,695"
"2296";"patrně";"59";"2,231";"6,045";"1,695"
"2297";"režisér";"97";"1,274";"5,775";"1,695"
"2298";"chladný";"57";"2,35";"6,069";"1,693"
"2299";"čtrnáct";"78";"1,561";"5,838";"1,692"
"2300";"zlobit";"60";"2,166";"6,02";"1,692"
"2301";"dávný";"76";"1,604";"5,85";"1,692"
"2302";"Ukrajinec";"47";"3,555";"6,272";"1,689"
"2303";"autenticky";"42";"6,77";"6,421";"1,688"
"2304";"vadit";"89";"1,362";"5,763";"1,688"
"2305";"ambice";"59";"2,207";"6,017";"1,688"
"2306";"hrad";"117";"1,087";"5,726";"1,687"
"2307";"indián";"45";"4,108";"6,319";"1,686"
"2308";"bránit";"101";"1,216";"5,724";"1,686"
"2309";"stres";"56";"2,384";"6,049";"1,683"
"2310";"sprostý";"44";"4,431";"6,326";"1,679"
"2311";"panna";"54";"2,525";"6,072";"1,679"
"2312";"používat";"122";"1,042";"5,682";"1,679"
"2313";"vlažně";"42";"6,162";"6,39";"1,679"
"2314";"filmový";"99";"1,222";"5,685";"1,678"
"2315";"divadlo";"227";"0,735";"6,015";"1,677"
"2316";"intuitivně";"42";"6,081";"6,385";"1,677"
"2317";"emotivně";"42";"6,059";"6,384";"1,677"
"2318";"rychlost";"102";"1,191";"5,675";"1,677"
"2319";"slovenský";"111";"1,113";"5,663";"1,676"
"2320";"vzpomínat";"98";"1,225";"5,666";"1,673"
"2321";"trávník";"63";"1,963";"5,902";"1,673"
"2322";"lov";"48";"3,223";"6,186";"1,672"
"2323";"přirozenost";"43";"4,877";"6,334";"1,672"
"2324";"znovu";"172";"0,834";"5,758";"1,672"
"2325";"večeře";"58";"2,212";"5,972";"1,672"
"2326";"šestnáct";"64";"1,918";"5,882";"1,672"
"2327";"prodavač";"46";"3,641";"6,239";"1,671"
"2328";"virtuální";"50";"2,913";"6,132";"1,671"
"2329";"služba";"258";"0,69";"6,105";"1,671"
"2330";"amorálně";"41";"12,256";"6,402";"1,671"
"2331";"pedagog";"58";"2,21";"5,969";"1,671"
"2332";"ptát";"88";"1,344";"5,685";"1,671"
"2333";"averze";"42";"5,784";"6,363";"1,67"
"2334";"rytířsky";"41";"10,472";"6,399";"1,67"
"2335";"ještěr";"42";"5,751";"6,36";"1,67"
"2336";"šťastný";"94";"1,262";"5,652";"1,669"
"2337";"HN";"59";"2,139";"5,937";"1,667"
"2338";"takin";"41";"8,66";"6,387";"1,667"
"2339";"finančně";"58";"2,194";"5,951";"1,666"
"2340";"bestie";"42";"5,627";"6,35";"1,666"
"2341";"kupodivu";"46";"3,595";"6,221";"1,666"
"2342";"advokát";"56";"2,321";"5,986";"1,666"
"2343";"obří";"61";"2,029";"5,896";"1,665"
"2344";"zajatec";"44";"4,211";"6,275";"1,664"
"2345";"vysoce";"55";"2,385";"5,997";"1,664"
"2346";"vazba";"73";"1,613";"5,75";"1,664"
"2347";"prostý";"53";"2,547";"6,035";"1,663"
"2348";"pietně";"41";"7,782";"6,374";"1,663"
"2349";"jednak";"62";"1,972";"5,867";"1,661"
"2350";"orel";"49";"2,983";"6,115";"1,66"
"2351";"léta";"73";"1,603";"5,731";"1,659"
"2352";"severní";"81";"1,433";"5,667";"1,659"
"2353";"tj";"54";"2,443";"5,997";"1,659"
"2354";"jihoamerický";"43";"4,575";"6,282";"1,657"
"2355";"smrt";"118";"1,03";"5,544";"1,654"
"2356";"vrah";"55";"2,348";"5,96";"1,654"
"2357";"sekta";"43";"4,531";"6,274";"1,654"
"2358";"třídit";"45";"3,745";"6,208";"1,654"
"2359";"racionální";"45";"3,744";"6,207";"1,654"
"2360";"obdělávat";"41";"6,766";"6,344";"1,654"
"2361";"střecha";"90";"1,281";"5,584";"1,652"
"2362";"karta";"107";"1,105";"5,535";"1,651"
"2363";"záchranář";"67";"1,754";"5,759";"1,651"
"2364";"uvést";"439";"0,558";"6,723";"1,65"
"2365";"teta";"47";"3,243";"6,131";"1,649"
"2366";"zdvořilost";"41";"6,416";"6,328";"1,649"
"2367";"ČT";"59";"2,077";"5,861";"1,648"
"2368";"etiketa";"44";"3,996";"6,218";"1,647"
"2369";"žijící";"57";"2,185";"5,89";"1,646"
"2370";"90";"83";"1,373";"5,593";"1,646"
"2371";"nechávat";"64";"1,843";"5,769";"1,644"
"2372";"pohoda";"70";"1,646";"5,694";"1,644"
"2373";"primát";"43";"4,348";"6,236";"1,643"
"2374";"nákup";"90";"1,264";"5,536";"1,642"
"2375";"šlechta";"43";"4,321";"6,229";"1,641"
"2376";"Vietnamec";"44";"3,92";"6,195";"1,641"
"2377";"zajímat";"101";"1,14";"5,491";"1,641"
"2378";"fotbalový";"163";"0,817";"5,522";"1,641"
"2379";"děsně";"41";"5,901";"6,296";"1,639"
"2380";"vyšetřovatel";"59";"2,047";"5,822";"1,638"
"2381";"útok";"125";"0,962";"5,442";"1,637"
"2382";"60";"100";"1,142";"5,47";"1,636"
"2383";"velkopansky";"40";"10,729";"6,321";"1,635"
"2384";"svah";"55";"2,273";"5,881";"1,634"
"2385";"empaticky";"40";"9,587";"6,316";"1,633"
"2386";"polovina";"180";"0,764";"5,516";"1,633"
"2387";"zvyknout";"55";"2,266";"5,875";"1,632"
"2388";"většinový";"46";"3,303";"6,095";"1,631"
"2389";"pominutý";"40";"8,334";"6,305";"1,63"
"2390";"blahosklonně";"40";"8,146";"6,302";"1,629"
"2391";"klid";"91";"1,225";"5,457";"1,627"
"2392";"ryze";"45";"3,49";"6,111";"1,626"
"2393";"reprezentace";"84";"1,319";"5,491";"1,626"
"2394";"opít";"42";"4,591";"6,212";"1,625"
"2395";"modrý";"79";"1,399";"5,518";"1,624"
"2396";"zámek";"131";"0,913";"5,369";"1,624"
"2397";"dálnice";"84";"1,314";"5,478";"1,623"
"2398";"rozhodovat";"85";"1,297";"5,467";"1,622"
"2399";"doporučení";"54";"2,3";"5,857";"1,622"
"2400";"síla";"164";"0,79";"5,399";"1,622"
"2401";"domov";"108";"1,05";"5,374";"1,622"
"2402";"svěřenec";"66";"1,713";"5,646";"1,622"
"2403";"opačný";"59";"1,995";"5,754";"1,621"
"2404";"prostředek";"116";"0,99";"5,346";"1,619"
"2405";"nádor";"48";"2,878";"5,986";"1,617"
"2406";"přílišný";"44";"3,663";"6,109";"1,616"
"2407";"450";"47";"3,02";"6,011";"1,616"
"2408";"vzdělaný";"46";"3,173";"6,03";"1,613"
"2409";"anděl";"53";"2,339";"5,841";"1,612"
"2410";"děvka";"40";"6,306";"6,245";"1,612"
"2411";"vášeň";"49";"2,719";"5,937";"1,611"
"2412";"Milan";"113";"0,996";"5,3";"1,61"
"2413";"model";"111";"1,009";"5,299";"1,61"
"2414";"světový";"189";"0,713";"5,362";"1,608"
"2415";"tajemně";"40";"6,098";"6,232";"1,608"
"2416";"kotě";"41";"4,916";"6,191";"1,608"
"2417";"obtížný";"58";"1,998";"5,709";"1,606"
"2418";"útočník";"123";"0,928";"5,261";"1,606"
"2419";"Jana";"102";"1,074";"5,301";"1,606"
"2420";"autorita";"46";"3,121";"6,003";"1,605"
"2421";"senátor";"61";"1,854";"5,65";"1,605"
"2422";"barevný";"66";"1,67";"5,571";"1,604"
"2423";"Andrej";"53";"2,308";"5,81";"1,604"
"2424";"dovolená";"88";"1,22";"5,353";"1,603"
"2425";"individuálně";"44";"3,529";"6,059";"1,602"
"2426";"homosexuál";"42";"4,197";"6,127";"1,601"
"2427";"romský";"54";"2,22";"5,771";"1,6"
"2428";"např";"81";"1,317";"5,388";"1,6"
"2429";"Anglie";"59";"1,928";"5,663";"1,599"
"2430";"super";"53";"2,285";"5,786";"1,598"
"2431";"první";"844";"0,435";"7,559";"1,598"
"2432";"podotknout";"80";"1,328";"5,381";"1,597"
"2433";"zbraň";"89";"1,193";"5,308";"1,595"
"2434";"1200";"44";"3,469";"6,034";"1,595"
"2435";"podivín";"40";"5,5";"6,185";"1,594"
"2436";"Nečas";"51";"2,434";"5,82";"1,594"
"2437";"pilot";"59";"1,913";"5,642";"1,594"
"2438";"obrat";"63";"1,746";"5,57";"1,594"
"2439";"východní";"72";"1,478";"5,44";"1,592"
"2440";"1500";"48";"2,745";"5,895";"1,592"
"2441";"Ukrajina";"58";"1,956";"5,652";"1,592"
"2442";"vajíčko";"49";"2,621";"5,862";"1,591"
"2443";"užitek";"42";"4,062";"6,093";"1,591"
"2444";"chlapeček";"43";"3,699";"6,052";"1,59"
"2445";"despota";"39";"7,651";"6,214";"1,59"
"2446";"gen";"47";"2,868";"5,917";"1,59"
"2447";"běloch";"40";"5,344";"6,169";"1,59"
"2448";"tichý";"52";"2,326";"5,773";"1,589"
"2449";"milovaný";"45";"3,196";"5,976";"1,589"
"2450";"kačena";"39";"7,244";"6,204";"1,587"
"2451";"dynamicky";"40";"5,256";"6,159";"1,587"
"2452";"tým";"416";"0,496";"5,935";"1,586"
"2453";"resort";"53";"2,237";"5,736";"1,585"
"2454";"muslimský";"45";"3,169";"5,962";"1,585"
"2455";"krajta";"39";"6,861";"6,191";"1,584"
"2456";"motto";"44";"3,371";"5,992";"1,583"
"2457";"přičemž";"72";"1,457";"5,394";"1,582"
"2458";"veverka";"40";"5,092";"6,139";"1,581"
"2459";"udělat";"230";"0,614";"5,256";"1,581"
"2460";"veřejnoprávní";"43";"3,603";"6,018";"1,58"
"2461";"tramvaj";"57";"1,972";"5,626";"1,58"
"2462";"brambora";"54";"2,149";"5,691";"1,58"
"2463";"vděčně";"39";"6,509";"6,176";"1,579"
"2464";"šlechtic";"41";"4,358";"6,091";"1,579"
"2465";"využívat";"113";"0,948";"5,119";"1,579"
"2466";"pozorovat";"57";"1,961";"5,611";"1,577"
"2467";"odmalička";"41";"4,296";"6,077";"1,575"
"2468";"ošetřovatel";"41";"4,291";"6,076";"1,575"
"2469";"uvedený";"70";"1,487";"5,381";"1,574"
"2470";"jalovice";"39";"6,157";"6,157";"1,574"
"2471";"taxikář";"44";"3,292";"5,956";"1,574"
"2472";"ostrov";"71";"1,46";"5,363";"1,573"
"2473";"složka";"59";"1,852";"5,553";"1,573"
"2474";"velitel";"59";"1,849";"5,549";"1,572"
"2475";"kdykoli";"52";"2,261";"5,706";"1,572"
"2476";"třináct";"62";"1,721";"5,486";"1,57"
"2477";"justice";"44";"3,257";"5,939";"1,569"
"2478";"sousední";"59";"1,84";"5,536";"1,569"
"2479";"společenství";"49";"2,514";"5,774";"1,568"
"2480";"170";"47";"2,747";"5,834";"1,568"
"2481";"čmelák";"39";"5,842";"6,136";"1,567"
"2482";"odpovídat";"90";"1,131";"5,154";"1,567"
"2483";"arogance";"40";"4,746";"6,089";"1,566"
"2484";"odbory";"50";"2,408";"5,739";"1,566"
"2485";"tzv";"87";"1,166";"5,171";"1,566"
"2486";"živel";"43";"3,463";"5,963";"1,565"
"2487";"ohledně";"52";"2,234";"5,678";"1,565"
"2488";"přehnaný";"43";"3,456";"5,96";"1,564"
"2489";"obléknout";"50";"2,399";"5,731";"1,564"
"2490";"kněz";"48";"2,604";"5,789";"1,564"
"2491";"ústav";"92";"1,103";"5,127";"1,564"
"2492";"napříště";"40";"4,681";"6,078";"1,563"
"2493";"přízeň";"44";"3,215";"5,919";"1,563"
"2494";"riskovat";"48";"2,6";"5,785";"1,563"
"2495";"Šumava";"56";"1,971";"5,574";"1,563"
"2496";"sympaticky";"39";"5,628";"6,119";"1,562"
"2497";"kulturní";"135";"0,806";"4,975";"1,561"
"2498";"spořádaný";"39";"5,558";"6,112";"1,56"
"2499";"zdravotní";"123";"0,861";"4,986";"1,56"
"2500";"prapodivně";"38";"9,159";"6,154";"1,559"
"2501";"věrný";"51";"2,29";"5,681";"1,559"
"2502";"přípustně";"38";"8,89";"6,151";"1,558"
"2503";"Moskva";"66";"1,558";"5,366";"1,558"
"2504";"zdvořilý";"39";"5,435";"6,101";"1,557"
"2505";"Turecko";"54";"2,066";"5,593";"1,556"
"2506";"%";"164";"0,703";"4,941";"1,556"
"2507";"prezidentský";"57";"1,896";"5,521";"1,555"
"2508";"australský";"46";"2,814";"5,818";"1,555"
"2509";"síň";"62";"1,681";"5,419";"1,555"
"2510";"komunita";"49";"2,454";"5,722";"1,555"
"2511";"věrohodně";"39";"5,35";"6,092";"1,555"
"2512";"narození";"57";"1,893";"5,517";"1,554"
"2513";"citový";"41";"3,992";"6,001";"1,554"
"2514";"včetně";"135";"0,795";"4,923";"1,553"
"2515";"rušit";"51";"2,266";"5,657";"1,552"
"2516";"cela";"45";"2,937";"5,832";"1,549"
"2517";"zemětřesení";"44";"3,115";"5,868";"1,549"
"2518";"ráno";"125";"0,836";"4,915";"1,549"
"2519";"leguán";"38";"6,967";"6,115";"1,548"
"2520";"zábrana";"42";"3,578";"5,938";"1,548"
"2521";"mušketýr";"39";"5,112";"6,064";"1,547"
"2522";"burza";"57";"1,864";"5,476";"1,544"
"2523";"nesmírný";"40";"4,336";"6,011";"1,544"
"2524";"amatérsky";"38";"6,601";"6,101";"1,543"
"2525";"kočkovitý";"38";"6,576";"6,1";"1,543"
"2526";"tehdejší";"72";"1,373";"5,209";"1,543"
"2527";"Labe";"93";"1,056";"5,005";"1,542"
"2528";"Sobotka";"53";"2,083";"5,562";"1,542"
"2529";"vážnost";"40";"4,271";"5,997";"1,54"
"2530";"působit";"137";"0,769";"4,838";"1,54"
"2531";"developer";"43";"3,256";"5,871";"1,54"
"2532";"zázemí";"63";"1,609";"5,336";"1,54"
"2533";"Jiří";"252";"0,54";"4,953";"1,539"
"2534";"zhrzený";"38";"6,149";"6,078";"1,537"
"2535";"zdravotnický";"66";"1,505";"5,261";"1,535"
"2536";"provokovat";"40";"4,183";"5,976";"1,534"
"2537";"Anna";"66";"1,502";"5,256";"1,534"
"2538";"incident";"49";"2,364";"5,64";"1,534"
"2539";"gauner";"38";"5,946";"6,064";"1,533"
"2540";"křesťanský";"48";"2,454";"5,664";"1,532"
"2541";"Špidla";"44";"2,988";"5,797";"1,53"
"2542";"porost";"48";"2,445";"5,656";"1,53"
"2543";"jazyk";"83";"1,155";"5,019";"1,53"
"2544";"základ";"132";"0,775";"4,776";"1,529"
"2545";"dospívající";"40";"4,102";"5,956";"1,529"
"2546";"zkouška";"90";"1,065";"4,953";"1,529"
"2547";"civil";"40";"4,1";"5,956";"1,529"
"2548";"desetiletí";"51";"2,175";"5,56";"1,528"
"2549";"návod";"45";"2,81";"5,752";"1,528"
"2550";"potrava";"45";"2,807";"5,75";"1,528"
"2551";"tábor";"73";"1,317";"5,114";"1,526"
"2552";"takzvaně";"41";"3,664";"5,898";"1,525"
"2553";"oheň";"63";"1,571";"5,266";"1,524"
"2554";"balkon";"44";"2,949";"5,774";"1,524"
"2555";"submisivně";"37";"11,657";"6,081";"1,523"
"2556";"proti";"348";"0,454";"5,036";"1,523"
"2557";"stadion";"103";"0,933";"4,833";"1,522"
"2558";"přivolaný";"42";"3,354";"5,847";"1,522"
"2559";"Polsko";"77";"1,234";"5,045";"1,522"
"2560";"protiústavně";"37";"9,993";"6,077";"1,522"
"2561";"služka";"38";"5,425";"6,021";"1,52"
"2562";"Děčín";"65";"1,499";"5,211";"1,52"
"2563";"logika";"43";"3,108";"5,797";"1,52"
"2564";"zpěvačka";"62";"1,593";"5,265";"1,52"
"2565";"komise";"115";"0,847";"4,76";"1,519"
"2566";"skandálně";"37";"8,546";"6,066";"1,519"
"2567";"socialistický";"46";"2,622";"5,68";"1,519"
"2568";"otřesný";"39";"4,48";"5,965";"1,518"
"2569";"hřebec";"38";"5,345";"6,013";"1,518"
"2570";"Petr";"258";"0,509";"4,778";"1,518"
"2571";"oproti";"75";"1,261";"5,048";"1,517"
"2572";"víno";"92";"1,023";"4,871";"1,516"
"2573";"živě";"41";"3,573";"5,865";"1,516"
"2574";"sklípkan";"37";"7,773";"6,055";"1,515"
"2575";"ohleduplný";"38";"5,232";"6";"1,514"
"2576";"děčínský";"47";"2,478";"5,625";"1,513"
"2577";"pokoj";"74";"1,272";"5,04";"1,513"
"2578";"silně";"54";"1,924";"5,412";"1,512"
"2579";"proces";"91";"1,026";"4,854";"1,512"
"2580";"totalitní";"41";"3,532";"5,85";"1,512"
"2581";"odpovědět";"76";"1,231";"5,004";"1,511"
"2582";"gestapo";"39";"4,354";"5,94";"1,511"
"2583";"uvědomit";"65";"1,478";"5,169";"1,511"
"2584";"občanský";"87";"1,068";"4,879";"1,51"
"2585";"instrukce";"39";"4,331";"5,935";"1,51"
"2586";"zdát";"104";"0,905";"4,751";"1,509"
"2587";"poznamenat";"84";"1,104";"4,901";"1,509"
"2588";"výtržník";"39";"4,297";"5,927";"1,508"
"2589";"pořadatel";"82";"1,129";"4,914";"1,507"
"2590";"strýček";"39";"4,287";"5,925";"1,507"
"2591";"let";"59";"1,672";"5,27";"1,507"
"2592";"Srb";"43";"3,008";"5,743";"1,505"
"2593";"Londýn";"69";"1,362";"5,075";"1,505"
"2594";"přátelství";"45";"2,683";"5,663";"1,505"
"2595";"konstrukce";"65";"1,464";"5,139";"1,504"
"2596";"Chomutov";"68";"1,384";"5,087";"1,504"
"2597";"fotbal";"124";"0,776";"4,631";"1,504"
"2598";"několikrát";"73";"1,272";"5,006";"1,503"
"2599";"pavilon";"50";"2,159";"5,487";"1,503"
"2600";"bankéř";"41";"3,449";"5,817";"1,503"
"2601";"opovržení";"37";"6,226";"6,002";"1,5"
"2602";"dohromady";"67";"1,399";"5,081";"1,5"
"2603";"loutka";"44";"2,8";"5,681";"1,499"
"2604";"orangutan";"37";"6,179";"5,999";"1,499"
"2605";"Austrálie";"49";"2,225";"5,503";"1,499"
"2606";"kmenový";"41";"3,416";"5,803";"1,499"
"2607";"loňský";"151";"0,664";"4,532";"1,498"
"2608";"postoj";"61";"1,571";"5,182";"1,497"
"2609";"sedmdesát";"52";"1,995";"5,402";"1,497"
"2610";"cizokrajný";"37";"6,017";"5,989";"1,496"
"2611";"kancelář";"92";"0,988";"4,756";"1,495"
"2612";"zapomínat";"48";"2,297";"5,519";"1,495"
"2613";"Berousek";"37";"5,862";"5,978";"1,493"
"2614";"pečovat";"45";"2,62";"5,617";"1,493"
"2615";"pubertální";"37";"5,806";"5,974";"1,492"
"2616";"sup";"37";"5,791";"5,973";"1,492"
"2617";"přát";"100";"0,908";"4,671";"1,491"
"2618";"kladrubský";"37";"5,746";"5,969";"1,491"
"2619";"Řek";"40";"3,635";"5,815";"1,49"
"2620";"dostihový";"40";"3,631";"5,814";"1,49"
"2621";"záhadně";"37";"5,663";"5,963";"1,489"
"2622";"aplikace";"66";"1,401";"5,048";"1,489"
"2623";"letiště";"71";"1,283";"4,963";"1,489"
"2624";"speciálně";"45";"2,598";"5,6";"1,489"
"2625";"příručka";"39";"3,991";"5,852";"1,487"
"2626";"vlčák";"37";"5,552";"5,953";"1,486"
"2627";"radikálně";"39";"3,983";"5,85";"1,486"
"2628";"mezinárodní";"133";"0,711";"4,489";"1,486"
"2629";"děťátko";"38";"4,537";"5,899";"1,486"
"2630";"potravina";"72";"1,256";"4,932";"1,485"
"2631";"Turek";"44";"2,706";"5,617";"1,483"
"2632";"pohostinně";"36";"10,008";"5,994";"1,482"
"2633";"červenostrakatý";"36";"9,903";"5,994";"1,482"
"2634";"roztomilý";"39";"3,93";"5,835";"1,482"
"2635";"Obama";"44";"2,7";"5,613";"1,482"
"2636";"partnersky";"36";"9,592";"5,992";"1,482"
"2637";"ochotný";"58";"1,645";"5,18";"1,481"
"2638";"optimálně";"37";"5,36";"5,935";"1,481"
"2639";"frajer";"37";"5,358";"5,934";"1,481"
"2640";"benevolentně";"36";"9,098";"5,989";"1,481"
"2641";"Vladimír";"102";"0,875";"4,593";"1,48"
"2642";"důsledek";"71";"1,265";"4,921";"1,48"
"2643";"zralý";"41";"3,255";"5,732";"1,48"
"2644";"devadesát";"49";"2,15";"5,423";"1,479"
"2645";"nemístně";"36";"8,414";"5,982";"1,479"
"2646";"chyba";"110";"0,817";"4,536";"1,479"
"2647";"film";"196";"0,536";"4,341";"1,476"
"2648";"mateřský";"78";"1,128";"4,792";"1,474"
"2649";"potkat";"68";"1,32";"4,943";"1,474"
"2650";"řadový";"41";"3,207";"5,71";"1,474"
"2651";"cudně";"36";"7,355";"5,963";"1,474"
"2652";"kuřák";"41";"3,202";"5,707";"1,473"
"2653";"lokalita";"74";"1,19";"4,833";"1,472"
"2654";"skleník";"40";"3,455";"5,748";"1,472"
"2655";"rychle";"129";"0,707";"4,4";"1,471"
"2656";"únosce";"38";"4,27";"5,845";"1,471"
"2657";"pozornost";"74";"1,189";"4,829";"1,471"
"2658";"nakupovat";"52";"1,911";"5,293";"1,471"
"2659";"rovně";"37";"5,023";"5,896";"1,47"
"2660";"naproti";"49";"2,115";"5,384";"1,47"
"2661";"ČSL";"53";"1,848";"5,258";"1,469"
"2662";"odpovědnost";"57";"1,653";"5,149";"1,469"
"2663";"barva";"102";"0,857";"4,525";"1,469"
"2664";"nepochybně";"44";"2,627";"5,56";"1,468"
"2665";"pozice";"110";"0,8";"4,466";"1,467"
"2666";"cíleně";"38";"4,207";"5,831";"1,467"
"2667";"vesničan";"37";"4,901";"5,879";"1,466"
"2668";"zesnulý";"42";"2,934";"5,633";"1,465"
"2669";"příkladný";"37";"4,883";"5,877";"1,465"
"2670";"sedmnáct";"51";"1,953";"5,297";"1,464"
"2671";"postavení";"60";"1,525";"5,055";"1,464"
"2672";"jméno";"151";"0,618";"4,279";"1,462"
"2673";"krajan";"43";"2,739";"5,575";"1,462"
"2674";"hybrid";"39";"3,685";"5,759";"1,461"
