id;lemma;Freq;MI;T-score;logDice;POS;VNP?
3669;kamion;40;1,185;3,542;0,974;N;
3670;náramně;27;3,706;4,798;0,973;D;
3671;devatenáct;32;1,992;4,234;0,973;C;
3672;denně;61;0,513;2,339;0,973;D;
3673;25;81;0,281;1,593;0,973;C;
3674;nápadný;31;2,175;4,335;0,973;A;
3675;rozvod;35;1,586;3,946;0,973;N;
3676;dopravce;33;1,829;4,127;0,972;;
3677;vrstva;42;1,065;3,382;0,971;N;
3678;hrát;294;-0,131;-1,63;0,971;V;
3679;nabízet;108;0,119;0,823;0,967;V;
3680;sem;61;0,503;2,3;0,967;D;
3681;fakticky;28;3,033;4,645;0,967;D;
3682;úspěch;96;0,172;1,099;0,965;N;
3683;koňský;28;3,01;4,635;0,964;A;
3684;nervózní;32;1,948;4,191;0,964;A;
3685;litovat;37;1,367;3,725;0,963;V;
3686;fotoaparát;31;2,117;4,284;0,962;N;
3687;pořádný;36;1,45;3,804;0,962;A;
3688;podstatný;42;1,041;3,33;0,961;A;
3689;zabiják;27;3,525;4,745;0,961;;
3690;demonstrace;33;1,783;4,076;0,961;N;
3691;elektrický;46;0,864;3,056;0,961;A;
3692;datum;49;0,762;2,872;0,961;N;
3693;třetina;72;0,346;1,807;0,96;C;
3694;ples;38;1,279;3,624;0,959;N;
3695;odpověď;55;0,603;2,534;0,959;N;
3696;omluvit;32;1,92;4,162;0,958;V;
3697;vzácnost;26;4,421;4,861;0,958;;
3698;podřízeně;25;12,055;4,999;0,958;D;
3699;sebedestruktivně;25;12,004;4,999;0,958;;
3700;výjimečný;41;1,084;3,382;0,958;A;
3701;prvý;30;2,308;4,371;0,957;C;
3702;noviny;50;0,725;2,792;0,957;N;
3703;sebevražedně;25;9,555;4,993;0,956;;
3704;konzumně;25;9,465;4,993;0,956;;
3705;předvídavě;25;9,413;4,993;0,956;D;
3706;zločin;37;1,346;3,69;0,956;N;
3707;milovník;39;1,2;3,527;0,956;N;
3708;plachý;26;4,366;4,852;0,955;A;
3709;výstavní;35;1,524;3,859;0,955;;
3710;nádherně;27;3,443;4,718;0,955;;
3711;hřivnatý;25;8,541;4,987;0,955;;
3712;supermarket;33;1,758;4,046;0,955;N;
3713;přístupně;25;8,228;4,983;0,954;D;
3714;ven;40;1,13;3,434;0,953;D;
3715;bohorovně;25;7,994;4,98;0,953;D;
3716;jehož;79;0,269;1,512;0,953;P;
3717;Tábor;43;0,972;3,214;0,953;N;
3718;mandžuský;25;7,966;4,98;0,953;A;
3719;kaloň;25;7,808;4,978;0,953;;
3720;rybářský;30;2,28;4,349;0,952;A;
3721;hysterka;25;7,497;4,972;0,951;N;
3722;výpověď;39;1,186;3,5;0,951;N;
3723;domestikovaný;25;7,451;4,971;0,951;A;
3724;slyšet;66;0,402;1,975;0,95;V;
3725;sdružení;70;0,352;1,812;0,95;N;
3726;dravě;25;7,214;4,966;0,95;D;
3727;patřit;178;-0,065;-0,61;0,949;V;
3728;pastevní;25;7,131;4,964;0,949;;
3729;Ind;26;4,205;4,823;0,949;N;
3730;Ježíš;29;2,514;4,442;0,948;N;
3731;kajman;25;6,889;4,958;0,948;N;
3732;legračně;25;6,856;4,957;0,948;D;
3733;prvek;50;0,706;2,736;0,947;N;
3734;starostlivě;25;6,698;4,952;0,946;D;
3735;zámecký;39;1,171;3,472;0,946;A;
3736;narkoman;27;3,322;4,677;0,945;N;
3737;železniční;44;0,909;3,1;0,945;A;
3738;panství;28;2,821;4,543;0,944;N;
3739;čivava;25;6,376;4,94;0,944;N;
3740;vyhýbavě;25;6,336;4,938;0,943;D;
3741;podzim;69;0,353;1,803;0,943;N;
3742;zub;38;1,231;3,539;0,943;N;
3743;třetí;155;-0,039;-0,337;0,942;C;
3744;královsky;25;6,194;4,932;0,942;D;
3745;poznávat;30;2,216;4,298;0,941;V;
3746;neohroženě;25;6,141;4,929;0,941;;
3747;ušatý;25;6,111;4,928;0,941;;
3748;prodávající;27;3,265;4,656;0,941;A;
3749;sálavý;25;6,081;4,926;0,94;;
3750;průmysl;51;0,663;2,631;0,939;N;
3751;umírající;26;4,007;4,782;0,939;A;
3752;vědomý;32;1,833;4,07;0,939;A;
3753;vojenský;61;0,455;2,113;0,939;A;
3754;kanadský;34;1,572;3,87;0,938;A;
3755;kanárek;25;5,868;4,914;0,938;N;
3756;principiálně;25;5,829;4,912;0,937;D;
3757;krmivo;28;2,765;4,513;0,937;N;
3758;hlas;77;0,262;1,46;0,937;N;
3759;potěcha;25;5,822;4,912;0,937;N;
3760;rakouský;45;0,849;2,985;0,937;A;
3761;házet;31;1,987;4,163;0,936;V;
3762;zpěvák;45;0,847;2,98;0,936;N;
3763;pudl;25;5,704;4,904;0,935;;
3764;štěňátko;25;5,681;4,903;0,935;;
3765;řešení;83;0,21;1,237;0,934;N;
3766;bakterie;30;2,176;4,265;0,934;N;
3767;najít;175;-0,078;-0,738;0,934;V;
3768;ustájení;25;5,634;4,899;0,934;;
3769;shoda;33;1,675;3,945;0,934;N;
3770;lékařský;43;0,924;3,1;0,933;A;
3771;systémově;25;5,539;4,892;0,932;D;
3772;zájmový;28;2,722;4,49;0,932;A;
3773;reakce;48;0,734;2,764;0,932;N;
3774;drsňák;25;5,496;4,889;0,932;;
3775;přežít;44;0,878;3,023;0,931;V;
3776;Vánoce;49;0,703;2,699;0,931;N;
3777;zřizovatel;28;2,713;4,485;0,931;N;
3778;Kreml;27;3,15;4,611;0,931;N;
3779;kapitál;32;1,798;4,03;0,93;N;
3780;vztekle;25;5,412;4,883;0,93;D;
3781;spolek;45;0,834;2,945;0,93;N;
3782;c;31;1,955;4,131;0,929;B;
3783;prožívat;36;1,345;3,639;0,929;V;
3784;prozradit;52;0,617;2,51;0,929;V;
3785;uznávat;30;2,146;4,24;0,929;V;
3786;císař;31;1,952;4,129;0,929;N;
3787;luxusní;37;1,263;3,549;0,929;A;
3788;úsměv;44;0,871;3,007;0,928;N;
3789;Hana;45;0,831;2,937;0,928;N;
3790;bráška;26;3,805;4,734;0,928;;
3791;vlak;60;0,454;2,09;0,928;N;
3792;kombinovaný;29;2,379;4,35;0,928;;
3793;rodinka;26;3,791;4,731;0,927;;
3794;Adam;38;1,187;3,457;0,927;N;
3795;odběratel;29;2,375;4,347;0,927;N;
3796;náboženství;29;2,375;4,347;0,927;N;
3797;žárlivý;25;5,246;4,868;0,927;A;
3798;poslanecký;37;1,258;3,539;0,927;A;
3799;uctivý;25;5,239;4,868;0,927;A;
3800;Tibet;27;3,106;4,592;0,926;N;
3801;rebel;29;2,371;4,344;0,926;N;
3802;znalost;40;1,059;3,289;0,926;N;
3803;summit;30;2,131;4,226;0,926;N;
3804;nežli;26;3,751;4,72;0,925;J;
3805;přizpůsobit;33;1,638;3,899;0,924;V;
3806;naslouchat;28;2,66;4,455;0,924;V;
3807;Indián;26;3,721;4,712;0,923;N;
3808;vana;29;2,349;4,328;0,923;N;
3809;strategicky;25;5,066;4,851;0,923;D;
3810;Itálie;46;0,782;2,838;0,923;N;
3811;sedmdesátý;30;2,11;4,208;0,922;C;
3812;snacha;25;5,029;4,847;0,922;N;
3813;protektorát;26;3,696;4,706;0,922;N;
3814;naivní;28;2,637;4,441;0,921;A;
3815;plod;32;1,756;3,982;0,921;N;
3816;škodit;29;2,331;4,315;0,92;V;
3817;ukázněný;26;3,667;4,698;0,92;A;
3818;magnetický;27;3,035;4,562;0,92;A;
3819;výzva;45;0,811;2,884;0,919;N;
3820;venkovský;29;2,324;4,31;0,919;A;
3821;odhad;40;1,036;3,241;0,917;N;
3822;on-line;34;1,495;3,763;0,917;A;
3823;oslava;56;0,507;2,216;0,917;N;
3824;Mečiar;27;2,996;4,545;0,916;N;
3825;Dvořák;43;0,884;3,003;0,915;N;
3826;malička;25;4,739;4,813;0,914;A;
3827;školství;44;0,838;2,923;0,914;N;
3828;ekonom;34;1,484;3,746;0,914;N;
3829;panel;33;1,597;3,845;0,914;N;
3830;srst;26;3,567;4,669;0,913;N;
3831;brzký;36;1,295;3,555;0,913;A;
3832;vesnický;27;2,967;4,531;0,913;A;
3833;obdivovat;33;1,589;3,835;0,912;V;
3834;deník;93;0,115;0,742;0,911;N;
3835;poučit;29;2,275;4,273;0,911;V;
3836;dopis;53;0,56;2,341;0,911;N;
3837;psychicky;30;2,05;4,155;0,911;D;
3838;soukromě;25;4,636;4,799;0,911;D;
3839;choroba;36;1,287;3,541;0,91;N;
3840;vinný;35;1,366;3,621;0,908;A;
3841;hráčka;41;0,958;3,107;0,907;N;
3842;oblečený;27;2,907;4,504;0,907;A;
3843;krédo;25;4,51;4,781;0,906;N;
3844;Alena;37;1,197;3,429;0,906;N;
3845;tunel;34;1,456;3,706;0,906;N;
3846;zasloužit;44;0,819;2,873;0,905;V;
3847;existence;39;1,062;3,253;0,905;N;
3848;Charles;28;2,513;4,364;0,904;N;
3849;VZP;28;2,512;4,364;0,904;;
3850;zahradní;31;1,834;4,006;0,903;A;
3851;dopustit;36;1,264;3,502;0,903;V;
3852;Erdogan;25;4,404;4,764;0,903;N;
3853;dominantní;28;2,485;4,346;0,9;A;
3854;35;47;0,701;2,638;0,9;C;
3855;daň;64;0,347;1,71;0,9;N;
3856;odmala;25;4,322;4,75;0,899;D;
3857;poddajně;24;10,527;4,896;0,898;D;
3858;řezník;26;3,356;4,601;0,898;N;
3859;příkop;30;1,985;4,093;0,898;N;
3860;nahoře;32;1,664;3,871;0,898;D;
3861;Marta;31;1,806;3,976;0,897;N;
3862;tupý;25;4,251;4,737;0,897;A;
3863;kočička;25;4,239;4,735;0,896;N;
3864;elektrárna;45;0,761;2,75;0,896;N;
3865;průměrně;28;2,453;4,325;0,896;;
3866;koketně;24;8,461;4,885;0,896;D;
3867;Maďar;27;2,807;4,454;0,896;N;
3868;běženec;26;3,322;4,589;0,895;N;
3869;napsat;70;0,268;1,418;0,895;V;
3870;univerzita;63;0,353;1,725;0,895;N;
3871;tamarín;24;7,938;4,879;0,894;;
3872;feudál;24;7,839;4,878;0,894;N;
3873;snesitelný;26;3,301;4,582;0,894;A;
3874;vepřík;24;7,713;4,876;0,894;N;
3875;bahnice;24;7,665;4,875;0,893;N;
3876;direktivně;24;7,291;4,868;0,892;D;
3877;svatoušek;24;7,029;4,861;0,89;N;
3878;oddaně;24;6,995;4,861;0,89;D;
3879;hladový;26;3,246;4,562;0,889;A;
3880;2006;45;0,745;2,706;0,889;C;
3881;rybářství;25;4,066;4,701;0,888;N;
3882;rukojmí;26;3,232;4,556;0,888;N;
3883;neurvalý;24;6,652;4,85;0,888;;
3884;pavián;24;6,642;4,85;0,888;N;
3885;pokrytec;24;6,58;4,848;0,887;N;
3886;nájem;33;1,496;3,707;0,886;N;
3887;labuť;26;3,208;4,547;0,886;N;
3888;Holanďan;25;4,016;4,691;0,886;N;
3889;těhotenství;29;2,128;4,153;0,886;N;
3890;socialista;27;2,72;4,408;0,885;N;
3891;štír;25;4;4,688;0,885;N;
3892;odvaha;32;1,611;3,805;0,885;N;
3893;odchod;49;0,611;2,416;0,885;N;
3894;unikátní;40;0,951;3,053;0,883;A;
3895;hlemýžď;24;6,133;4,829;0,883;N;
3896;rybí;27;2,696;4,394;0,882;A;
3897;Gott;29;2,11;4,138;0,882;N;
3898;P;47;0,665;2,532;0,882;B;
3899;kultivovaný;25;3,94;4,674;0,882;A;
3900;předcházet;32;1,601;3,792;0,882;V;
3901;hokejový;58;0,408;1,877;0,881;A;
3902;což;31;1,735;3,895;0,881;P;
3903;Sára;26;3,139;4,52;0,88;N;
